date,amfi_code,nav,scheme_name
2026-06-09,119551,75.47,
2026-06-10,119551,76.4217,
2026-06-11,119551,76.2806,
2026-06-12,119551,74.5808,
2026-06-13,119551,76.4189,
2026-06-14,119551,77.4882,
2026-06-15,119551,76.1196,
2026-06-16,119551,74.6448,
2026-06-17,119551,76.8597,
2026-06-18,119551,75.9463,
2026-06-19,119551,76.0871,
2026-06-20,119551,75.5302,
2026-06-21,119551,74.084,
2026-06-22,119551,75.9988,
2026-05-24,120123,134.7382,
2026-05-25,120123,134.6316,
2026-05-26,120123,135.4719,
2026-05-27,120123,135.6215,
2026-05-28,120123,135.4153,
2026-05-29,120123,136.2031,
2026-05-30,120123,136.4706,
2026-05-31,120123,134.4317,
2026-06-01,120123,136.5403,
2026-06-02,120123,134.6588,
2026-06-03,120123,134.4125,
2026-06-04,120123,132.6321,
2026-06-05,120123,135.6503,
2026-06-06,120123,136.673,
2026-06-07,120123,136.3972,
2026-06-08,120123,136.4275,
2026-06-09,120123,132.8381,
2026-06-10,120123,132.9193,
2026-06-11,120123,133.8975,
2026-06-12,120123,135.5401,
2026-06-13,120123,134.7844,
2026-06-14,120123,135.5301,
2026-06-15,120123,136.4047,
2026-06-16,120123,136.384,
2026-06-17,120123,133.2615,
2026-06-18,120123,135.0892,
2026-06-19,120123,133.0902,
2026-06-20,120123,135.5529,
2026-06-21,120123,136.8088,
2026-06-22,120123,132.2967,
2026-05-24,120456,317.9424,
2026-05-25,120456,328.3091,
2026-05-26,120456,323.2698,
2026-05-27,120456,323.4759,
2026-05-28,120456,316.088,
2026-05-29,120456,319.5128,
2026-05-30,120456,312.9919,
2026-05-31,120456,314.9367,
2026-06-01,120456,322.2023,
2026-06-02,120456,313.7488,
2026-06-03,120456,320.0503,
2026-06-04,120456,318.5027,
2026-06-05,120456,318.9783,
2026-06-06,120456,318.4794,
2026-06-07,120456,322.962,
2026-06-08,120456,320.2075,
2026-06-09,120456,319.0427,
2026-06-10,120456,320.8777,
2026-06-11,120456,325.9874,
2026-06-12,120456,321.0415,
2026-06-13,120456,321.1802,
2026-06-14,120456,322.2312,
2026-06-15,120456,319.6219,
2026-06-16,120456,329.2719,
2026-06-17,120456,320.0388,
2026-06-18,120456,322.6687,
2026-06-19,120456,319.4152,
2026-06-20,120456,321.9461,
2026-06-21,120456,321.9825,
2026-06-22,120456,320.6261,
2026-05-24,120503,81.7516,
2026-05-25,120503,81.4164,
2026-05-26,120503,82.5886,
2026-05-27,120503,81.1434,
2026-05-28,120503,81.3604,
2026-05-29,120503,82.5006,
2026-05-30,120503,81.6204,
2026-05-31,120503,83.0359,
2026-06-01,120503,82.5869,
2026-06-02,120503,82.0116,
2026-06-03,120503,81.6001,
2026-06-04,120503,83.126,
2026-06-05,120503,82.0986,
2026-06-06,120503,82.8269,
2026-06-07,120503,82.3574,
2026-06-08,120503,82.6535,
2026-06-09,120503,82.2959,
2026-06-10,120503,83.5424,
2026-06-11,120503,81.6305,
2026-06-12,120503,80.4341,
2026-06-13,120503,82.1399,
2026-06-14,120503,81.0784,
2026-06-15,120503,82.9224,
2026-06-16,120503,81.995,
2026-06-17,120503,82.4987,
2026-06-18,120503,82.2375,
2026-06-19,120503,81.9657,
2026-06-20,120503,82.3397,
2026-06-21,120503,83.2993,
2026-06-22,120503,83.8083,
2026-05-24,120789,381.9349,
2026-05-25,120789,381.8844,
2026-05-26,120789,390.9431,
2026-05-27,120789,384.0917,
2026-05-28,120789,386.1414,
2026-05-29,120789,383.4338,
2026-05-30,120789,383.4468,
2026-05-31,120789,382.0819,
2026-06-01,120789,387.7162,
2026-06-02,120789,387.9492,
2026-06-03,120789,385.7397,
2026-06-04,120789,384.9115,
2026-06-05,120789,382.3893,
2026-06-06,120789,391.0593,
2026-06-07,120789,388.176,
2026-06-08,120789,391.1168,
2026-06-09,120789,386.615,
2026-06-10,120789,389.7297,
2026-06-11,120789,384.8662,
2026-06-12,120789,379.4682,
2026-06-13,120789,390.062,
2026-06-14,120789,381.278,
2026-06-15,120789,382.1996,
2026-06-16,120789,387.5014,
2026-06-17,120789,388.9058,
2026-06-18,120789,393.9679,
2026-06-19,120789,387.7378,
2026-06-20,120789,385.95,
2026-06-21,120789,386.5572,
2026-06-22,120789,387.5378,
2026-05-24,120841,48.0736,
2026-05-25,120841,49.5624,
2026-05-26,120841,49.0338,
2026-05-27,120841,49.2983,
2026-05-28,120841,49.1238,
2026-05-29,120841,48.8751,
2026-05-30,120841,48.8538,
2026-05-31,120841,49.4048,
2026-06-01,120841,48.8202,
2026-06-02,120841,49.0689,
2026-06-03,120841,48.3762,
2026-06-04,120841,48.9091,
2026-06-05,120841,49.0504,
2026-06-06,120841,48.7176,
2026-06-07,120841,49.306,
2026-06-08,120841,48.6122,
2026-06-09,120841,48.9093,
2026-06-10,120841,47.9046,
2026-06-11,120841,48.9968,
2026-06-12,120841,48.4283,
2026-06-13,120841,48.4972,
2026-06-14,120841,49.5274,
2026-06-15,120841,49.4401,
2026-06-16,120841,49.9239,
2026-06-17,120841,48.4935,
2026-06-18,120841,49.1871,
2026-06-19,120841,49.0097,
2026-06-20,120841,49.1342,
2026-06-21,120841,49.2057,
2026-06-22,120841,48.8571,
2012-12-31,119092,23.992,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-01,119092,23.9979,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-02,119092,24.0036,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-03,119092,24.0092,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-04,119092,24.0147,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-05,119092,24.0147,
2013-01-06,119092,24.0258,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-07,119092,24.0314,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-08,119092,24.0369,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-09,119092,24.0424,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-10,119092,24.0479,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-11,119092,24.0534,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-12,119092,24.0534,
2013-01-13,119092,24.0643,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-14,119092,24.0698,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-15,119092,24.0754,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-16,119092,24.0809,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-17,119092,24.0863,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-18,119092,24.0918,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-19,119092,24.0918,
2013-01-20,119092,24.1028,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-21,119092,24.1084,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-22,119092,24.1139,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-23,119092,24.1194,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-24,119092,24.1249,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-25,119092,24.1249,
2013-01-26,119092,24.1249,
2013-01-27,119092,24.1413,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-28,119092,24.1468,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-29,119092,24.1522,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-30,119092,24.1577,HDFC Money Market Fund - Growth Option - Direct Plan
2013-01-31,119092,24.1631,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-01,119092,24.1686,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-02,119092,24.1686,
2013-02-03,119092,24.1795,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-04,119092,24.1849,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-05,119092,24.1903,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-06,119092,24.1959,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-07,119092,24.2013,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-08,119092,24.2067,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-09,119092,24.2067,
2013-02-10,119092,24.2174,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-11,119092,24.223,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-12,119092,24.2284,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-13,119092,24.2338,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-14,119092,24.2392,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-15,119092,24.2446,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-16,119092,24.2446,
2013-02-17,119092,24.2554,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-18,119092,24.2609,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-19,119092,24.2664,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-20,119092,24.2719,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-21,119092,24.2773,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-22,119092,24.2828,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-23,119092,24.2828,
2013-02-24,119092,24.2938,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-25,119092,24.2993,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-26,119092,24.3047,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-27,119092,24.3102,HDFC Money Market Fund - Growth Option - Direct Plan
2013-02-28,119092,24.3157,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-01,119092,24.3212,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-02,119092,24.3212,
2013-03-03,119092,24.3322,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-04,119092,24.3377,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-05,119092,24.3433,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-06,119092,24.3489,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-07,119092,24.3546,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-08,119092,24.3601,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-09,119092,24.3601,
2013-03-10,119092,24.3714,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-11,119092,24.377,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-12,119092,24.3827,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-13,119092,24.3882,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-14,119092,24.3939,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-15,119092,24.3995,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-16,119092,24.3995,
2013-03-17,119092,24.4112,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-18,119092,24.4172,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-19,119092,24.423,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-20,119092,24.4287,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-21,119092,24.4344,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-22,119092,24.4402,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-23,119092,24.4402,
2013-03-24,119092,24.4518,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-25,119092,24.4577,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-26,119092,24.464,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-27,119092,24.4699,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-28,119092,24.4795,HDFC Money Market Fund - Growth Option - Direct Plan
2013-03-29,119092,24.4795,
2013-03-30,119092,24.4795,
2013-03-31,119092,24.4795,
2013-04-01,119092,24.5163,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-02,119092,24.5294,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-03,119092,24.5363,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-04,119092,24.5419,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-05,119092,24.548,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-06,119092,24.548,
2013-04-07,119092,24.559,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-08,119092,24.5645,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-09,119092,24.5702,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-10,119092,24.5758,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-11,119092,24.5815,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-12,119092,24.5872,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-13,119092,24.5872,
2013-04-14,119092,24.5986,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-15,119092,24.6045,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-16,119092,24.6103,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-17,119092,24.6161,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-18,119092,24.6219,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-19,119092,24.6219,
2013-04-20,119092,24.6219,
2013-04-21,119092,24.6392,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-22,119092,24.645,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-23,119092,24.6507,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-24,119092,24.6565,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-25,119092,24.6623,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-26,119092,24.6681,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-27,119092,24.6681,
2013-04-28,119092,24.6796,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-29,119092,24.6855,HDFC Money Market Fund - Growth Option - Direct Plan
2013-04-30,119092,24.6913,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-01,119092,24.6971,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-02,119092,24.7029,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-03,119092,24.7088,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-04,119092,24.7088,
2013-05-05,119092,24.7203,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-06,119092,24.726,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-07,119092,24.7318,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-08,119092,24.7375,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-09,119092,24.7432,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-10,119092,24.7491,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-11,119092,24.7491,
2013-05-12,119092,24.7604,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-13,119092,24.7661,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-14,119092,24.7718,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-15,119092,24.7776,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-16,119092,24.7833,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-17,119092,24.7891,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-18,119092,24.7891,
2013-05-19,119092,24.8004,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-20,119092,24.8061,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-21,119092,24.8118,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-22,119092,24.8174,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-23,119092,24.823,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-24,119092,24.8285,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-25,119092,24.8285,
2013-05-26,119092,24.8398,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-27,119092,24.8455,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-28,119092,24.8511,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-29,119092,24.8568,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-30,119092,24.8624,HDFC Money Market Fund - Growth Option - Direct Plan
2013-05-31,119092,24.8679,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-01,119092,24.8679,
2013-06-02,119092,24.8791,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-03,119092,24.8847,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-04,119092,24.8903,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-05,119092,24.8958,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-06,119092,24.9014,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-07,119092,24.907,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-08,119092,24.907,
2013-06-09,119092,24.9182,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-10,119092,24.9237,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-11,119092,24.9292,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-12,119092,24.9347,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-13,119092,24.9402,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-14,119092,24.9455,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-15,119092,24.9455,
2013-06-16,119092,24.9567,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-17,119092,24.9622,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-18,119092,24.9678,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-19,119092,24.9733,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-20,119092,24.9788,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-21,119092,24.9844,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-22,119092,24.9844,
2013-06-23,119092,24.9955,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-24,119092,25.0009,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-25,119092,25.0065,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-26,119092,25.0121,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-27,119092,25.0177,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-28,119092,25.0257,HDFC Money Market Fund - Growth Option - Direct Plan
2013-06-29,119092,25.0257,
2013-06-30,119092,25.0257,
2013-07-01,119092,25.0444,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-02,119092,25.0506,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-03,119092,25.0562,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-04,119092,25.0619,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-05,119092,25.0681,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-06,119092,25.0681,
2013-07-07,119092,25.0783,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-08,119092,25.0838,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-09,119092,25.0893,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-10,119092,25.0948,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-11,119092,25.1004,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-12,119092,25.1064,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-13,119092,25.1064,
2013-07-14,119092,25.117,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-15,119092,25.1225,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-16,119092,25.0654,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-17,119092,25.0747,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-18,119092,25.0859,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-19,119092,25.0951,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-20,119092,25.0951,
2013-07-21,119092,25.1088,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-22,119092,25.1157,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-23,119092,25.12,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-24,119092,25.0935,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-25,119092,25.1012,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-26,119092,25.109,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-27,119092,25.109,
2013-07-28,119092,25.1236,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-29,119092,25.131,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-30,119092,25.1385,HDFC Money Market Fund - Growth Option - Direct Plan
2013-07-31,119092,25.146,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-01,119092,25.1536,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-02,119092,25.1607,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-03,119092,25.1607,
2013-08-04,119092,25.1748,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-05,119092,25.1832,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-06,119092,25.1904,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-07,119092,25.1974,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-08,119092,25.2051,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-09,119092,25.2051,
2013-08-10,119092,25.2051,
2013-08-11,119092,25.2278,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-12,119092,25.2342,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-13,119092,25.2414,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-14,119092,25.2486,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-15,119092,25.2559,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-16,119092,25.263,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-17,119092,25.263,
2013-08-18,119092,25.2777,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-19,119092,25.2847,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-20,119092,25.2918,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-21,119092,25.2993,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-22,119092,25.3066,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-23,119092,25.3141,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-24,119092,25.3141,
2013-08-25,119092,25.3289,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-26,119092,25.3361,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-27,119092,25.3433,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-28,119092,25.3507,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-29,119092,25.3581,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-30,119092,25.3659,HDFC Money Market Fund - Growth Option - Direct Plan
2013-08-31,119092,25.3659,
2013-09-01,119092,25.3804,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-02,119092,25.3877,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-03,119092,25.3949,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-04,119092,25.403,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-05,119092,25.4121,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-06,119092,25.4198,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-07,119092,25.4198,
2013-09-08,119092,25.4198,
2013-09-09,119092,25.4408,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-10,119092,25.4483,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-11,119092,25.4558,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-12,119092,25.4632,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-13,119092,25.4707,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-14,119092,25.4707,
2013-09-15,119092,25.4852,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-16,119092,25.4927,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-17,119092,25.5003,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-18,119092,25.5079,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-19,119092,25.5168,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-20,119092,25.5251,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-21,119092,25.5251,
2013-09-22,119092,25.5398,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-23,119092,25.5472,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-24,119092,25.5544,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-25,119092,25.5616,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-26,119092,25.5691,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-27,119092,25.5767,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-28,119092,25.5767,
2013-09-29,119092,25.5911,HDFC Money Market Fund - Growth Option - Direct Plan
2013-09-30,119092,25.5987,HDFC Money Market Fund - Growth Option - Direct Plan
2013-10-01,119092,25.6067,HDFC Money Market Fund - Growth Option - Direct Plan
2013-10-02,119092,25.6141,HDFC Money Market Fund - Growth Option - Direct Plan
2013-10-03,119092,25.6214,HDFC Money Market Fund - Growth Option - Direct Plan
2013-10-04,119092,25.629,HDFC Money Market Fund - Growth Option - Direct Plan
2013-10-05,119092,25.629,
2013-10-06,119092,25.6434,HDFC Money Market Fund - Growth Option - Direct Plan
2013-10-07,119092,25.6508,HDFC Money Market Fund - Growth Option - Direct Plan
2013-10-08,119092,25.6587,HDFC Money Market Fund - Growth Option - Direct Plan
