investor_id,age,age_group,gender,sip_amount,city_tier,state
100210,25,18-25,Male,2000.0,T30,Maharashtra
100211,29,26-35,Female,2000.0,B30,Telangana
100212,37,36-50,Female,29500.0,T30,Rajasthan
100213,35,26-35,Female,5000.0,T30,Maharashtra
100214,21,18-25,Female,5000.0,T30,Tamil Nadu
100215,47,36-50,Female,12000.0,T30,Maharashtra
100216,26,26-35,Male,6500.0,T30,Maharashtra
100217,38,36-50,Female,10500.0,T30,Delhi
100218,24,18-25,Female,1500.0,B30,Madhya Pradesh
100219,58,50+,Female,4000.0,T30,Delhi
100220,47,36-50,Female,7000.0,T30,Karnataka
100221,26,26-35,Male,4000.0,T30,Gujarat
100222,34,26-35,Male,1000.0,B30,Gujarat
100223,23,18-25,Male,2000.0,T30,Gujarat
100224,30,26-35,Male,6500.0,T30,Maharashtra
100225,38,36-50,Male,3500.0,T30,Maharashtra
100226,42,36-50,Female,4000.0,T30,Uttar Pradesh
100227,21,18-25,Female,2500.0,B30,Gujarat
100228,26,26-35,Female,5500.0,T30,Maharashtra
100229,43,36-50,Female,6500.0,B30,Delhi
100230,47,36-50,Male,9000.0,T30,Haryana
100231,26,26-35,Male,5000.0,B30,Tamil Nadu
100232,43,36-50,Male,6000.0,T30,Maharashtra
100233,21,18-25,Female,2000.0,T30,Karnataka
100234,31,26-35,Male,4500.0,T30,Telangana
100235,22,18-25,Female,2000.0,B30,Maharashtra
100236,29,26-35,Male,4000.0,T30,Gujarat
100237,53,50+,Male,6500.0,T30,Karnataka
100238,33,26-35,Female,8000.0,B30,Karnataka
100239,31,26-35,Female,6000.0,T30,Delhi
100240,28,26-35,Male,1000.0,B30,Karnataka
100241,31,26-35,Female,2000.0,T30,Maharashtra
100242,25,18-25,Female,3000.0,T30,Karnataka
100243,35,26-35,Female,2500.0,B30,Gujarat
100244,33,26-35,Male,9000.0,T30,Haryana
100245,29,26-35,Male,2000.0,T30,Uttar Pradesh
100246,28,26-35,Female,7500.0,B30,Rajasthan
100247,35,26-35,Female,2500.0,T30,Uttar Pradesh
100248,26,26-35,Female,8500.0,B30,Maharashtra
100249,31,26-35,Male,3000.0,B30,Karnataka
100250,29,26-35,Female,2500.0,T30,West Bengal
100251,18,18-25,Male,2500.0,T30,Delhi
100252,42,36-50,Male,3000.0,B30,Uttar Pradesh
100253,18,18-25,Male,1500.0,T30,Andhra Pradesh
100254,18,18-25,Female,3500.0,T30,Gujarat
100255,42,36-50,Male,17500.0,T30,Punjab
100256,22,18-25,Male,2000.0,B30,Maharashtra
100257,18,18-25,Male,1500.0,T30,Haryana
100258,47,36-50,Male,3000.0,T30,Maharashtra
100259,27,26-35,Female,6500.0,B30,Uttar Pradesh
100260,46,36-50,Female,5500.0,B30,West Bengal
100261,24,18-25,Male,1000.0,T30,Telangana
100262,18,18-25,Male,2500.0,T30,Karnataka
100263,30,26-35,Male,2000.0,B30,Maharashtra
100264,21,18-25,Male,2500.0,T30,West Bengal
100265,38,36-50,Female,6000.0,T30,Tamil Nadu
100266,40,36-50,Male,8000.0,T30,Gujarat
100267,43,36-50,Other,3000.0,T30,Karnataka
100268,30,26-35,Male,5000.0,T30,Gujarat
100269,47,36-50,Male,2500.0,T30,Haryana
100270,24,18-25,Male,2500.0,T30,West Bengal
100271,35,26-35,Female,4000.0,B30,Kerala
100272,32,26-35,Male,1500.0,T30,Maharashtra
100273,53,50+,Male,5500.0,T30,Tamil Nadu
100274,46,36-50,Female,11000.0,B30,Gujarat
100275,34,26-35,Male,3500.0,T30,Uttar Pradesh
100276,35,26-35,Female,2000.0,T30,Kerala
100277,49,36-50,Male,5500.0,B30,West Bengal
100278,26,26-35,Male,1000.0,T30,Haryana
100279,18,18-25,Female,2500.0,T30,Karnataka
100280,24,18-25,Male,3000.0,T30,Tamil Nadu
100281,29,26-35,Female,3500.0,T30,Karnataka
100282,47,36-50,Male,6500.0,T30,Telangana
100283,44,36-50,Female,14500.0,B30,Delhi
100284,33,26-35,Male,11000.0,B30,Uttar Pradesh
100285,38,36-50,Male,11500.0,T30,Tamil Nadu
100286,26,26-35,Female,2500.0,T30,Rajasthan
100287,54,50+,Female,10000.0,B30,Delhi
100288,46,36-50,Male,10500.0,T30,Maharashtra
100289,34,26-35,Male,5000.0,T30,Madhya Pradesh
100290,33,26-35,Male,5500.0,T30,Delhi
100291,41,36-50,Male,14000.0,T30,West Bengal
100292,33,26-35,Male,1500.0,T30,Tamil Nadu
100293,18,18-25,Female,2000.0,T30,Karnataka
100294,49,36-50,Female,3500.0,B30,Madhya Pradesh
100295,45,36-50,Male,9500.0,B30,Uttar Pradesh
100296,37,36-50,Male,4500.0,T30,Gujarat
100297,29,26-35,Female,25000.0,T30,Bihar
100298,34,26-35,Male,7000.0,B30,Bihar
100299,18,18-25,Female,1000.0,B30,Gujarat
100300,22,18-25,Male,3500.0,T30,Punjab
100301,51,50+,Female,4500.0,B30,Delhi
100302,39,36-50,Male,7500.0,B30,Maharashtra
100303,18,18-25,Male,2000.0,B30,Andhra Pradesh
100304,25,18-25,Female,1000.0,T30,Maharashtra
100305,18,18-25,Female,1500.0,B30,Tamil Nadu
100306,26,26-35,Male,2500.0,T30,Telangana
100307,32,26-35,Male,1000.0,T30,Telangana
100308,50,36-50,Male,5500.0,T30,Maharashtra
100309,41,36-50,Female,6500.0,T30,Karnataka
100310,30,26-35,Female,2000.0,T30,Maharashtra
100311,31,26-35,Male,8500.0,T30,Gujarat
100312,25,18-25,Male,2500.0,T30,Haryana
100313,44,36-50,Male,8000.0,T30,Kerala
100314,46,36-50,Male,10000.0,B30,Tamil Nadu
100315,20,18-25,Male,3000.0,T30,Kerala
100316,18,18-25,Male,2500.0,T30,Gujarat
100317,30,26-35,Male,11000.0,T30,Telangana
100318,32,26-35,Male,1500.0,T30,Tamil Nadu
100319,36,36-50,Female,10000.0,B30,Uttar Pradesh
100320,18,18-25,Female,2000.0,T30,Maharashtra
100321,26,26-35,Female,10500.0,T30,Gujarat
100322,33,26-35,Female,5500.0,T30,Maharashtra
100323,26,26-35,Female,4000.0,T30,Maharashtra
100324,42,36-50,Male,17500.0,T30,Gujarat
100325,52,50+,Male,5000.0,T30,Delhi
100326,28,26-35,Male,5500.0,B30,Uttar Pradesh
100327,42,36-50,Male,5000.0,T30,Maharashtra
100328,30,26-35,Female,5000.0,T30,Maharashtra
100329,24,18-25,Male,6000.0,B30,Kerala
100330,26,26-35,Male,7500.0,T30,Maharashtra
100331,41,36-50,Female,9500.0,T30,Karnataka
100332,27,26-35,Female,2000.0,T30,Maharashtra
100333,29,26-35,Female,18500.0,T30,Delhi
100334,22,18-25,Male,1000.0,T30,Maharashtra
100335,40,36-50,Female,7500.0,T30,West Bengal
100336,38,36-50,Male,9500.0,T30,Maharashtra
100337,48,36-50,Male,10500.0,T30,Karnataka
100338,39,36-50,Male,5000.0,T30,Karnataka
100339,38,36-50,Male,11000.0,B30,Haryana
100340,39,36-50,Male,3500.0,B30,Karnataka
100341,31,26-35,Male,12000.0,T30,Maharashtra
100342,35,26-35,Male,2000.0,B30,Delhi
100343,43,36-50,Male,5500.0,B30,Uttar Pradesh
100344,25,18-25,Other,3000.0,T30,Gujarat
100345,51,50+,Male,5000.0,T30,Delhi
100346,40,36-50,Male,18000.0,B30,Maharashtra
100347,54,50+,Male,10000.0,B30,Karnataka
100348,22,18-25,Male,3000.0,T30,Maharashtra
100349,22,18-25,Male,1500.0,B30,Gujarat
100350,37,36-50,Female,7000.0,T30,Tamil Nadu
100351,35,26-35,Female,2000.0,T30,Uttar Pradesh
100352,29,26-35,Female,2500.0,B30,Gujarat
100353,21,18-25,Male,2000.0,T30,Punjab
100354,31,26-35,Male,7500.0,T30,Gujarat
100355,36,36-50,Female,9500.0,T30,Maharashtra
100356,20,18-25,Male,2000.0,B30,Rajasthan
100357,29,26-35,Female,3000.0,B30,Tamil Nadu
100358,37,36-50,Male,11500.0,T30,Tamil Nadu
100359,41,36-50,Male,5000.0,T30,West Bengal
100360,31,26-35,Female,6500.0,T30,Bihar
100361,25,18-25,Male,3000.0,T30,Gujarat
100362,35,26-35,Female,8500.0,T30,Delhi
100363,31,26-35,Male,2500.0,B30,Uttar Pradesh
100364,19,18-25,Male,2000.0,T30,Maharashtra
100365,29,26-35,Female,4500.0,T30,Gujarat
100366,28,26-35,Male,3500.0,T30,Gujarat
100367,34,26-35,Male,3000.0,T30,Gujarat
100368,26,26-35,Male,3000.0,T30,Uttar Pradesh
100369,28,26-35,Male,2000.0,T30,Delhi
100370,32,26-35,Male,3000.0,T30,Uttar Pradesh
100371,40,36-50,Female,11000.0,T30,Karnataka
100372,34,26-35,Male,7500.0,T30,Madhya Pradesh
100373,60,50+,Male,6500.0,T30,Delhi
100374,21,18-25,Female,2000.0,B30,Delhi
100375,43,36-50,Male,7000.0,B30,Gujarat
100376,33,26-35,Female,10500.0,B30,Maharashtra
100377,20,18-25,Female,3500.0,B30,Telangana
100378,30,26-35,Other,1000.0,T30,Rajasthan
100379,18,18-25,Male,1500.0,T30,Rajasthan
100380,34,26-35,Male,3500.0,T30,West Bengal
100381,30,26-35,Male,11000.0,B30,Gujarat
100382,27,26-35,Male,6500.0,T30,Delhi
100383,23,18-25,Female,1000.0,B30,Telangana
100384,44,36-50,Male,11000.0,T30,Tamil Nadu
100385,32,26-35,Male,25000.0,T30,Madhya Pradesh
100386,36,36-50,Male,12000.0,B30,Tamil Nadu
100387,35,26-35,Female,2500.0,T30,Delhi
100388,35,26-35,Female,11000.0,T30,Bihar
100389,30,26-35,Female,5500.0,B30,Delhi
100390,49,36-50,Male,5000.0,B30,Andhra Pradesh
100391,56,50+,Female,5500.0,T30,Maharashtra
100392,48,36-50,Male,6500.0,B30,Delhi
100393,34,26-35,Female,3000.0,B30,Gujarat
100394,33,26-35,Male,2000.0,T30,Karnataka
100395,44,36-50,Male,5000.0,B30,Maharashtra
100396,26,26-35,Male,4500.0,T30,Gujarat
100397,51,50+,Female,8000.0,T30,Delhi
100398,41,36-50,Male,3500.0,B30,Uttar Pradesh
100399,31,26-35,Male,2000.0,T30,Haryana
100400,36,36-50,Female,8000.0,T30,Gujarat
100401,40,36-50,Male,6000.0,T30,West Bengal
100402,29,26-35,Other,3500.0,T30,Maharashtra
100403,44,36-50,Male,4000.0,T30,Kerala
100404,46,36-50,Female,4500.0,T30,Delhi
100405,31,26-35,Female,2500.0,T30,Telangana
100406,29,26-35,Male,1500.0,T30,Gujarat
100407,32,26-35,Male,5500.0,B30,Gujarat
100408,22,18-25,Female,3000.0,T30,Maharashtra
100409,18,18-25,Male,5000.0,B30,Maharashtra
100410,29,26-35,Female,6500.0,B30,Telangana
100411,24,18-25,Male,2000.0,T30,Gujarat
100412,51,50+,Male,7000.0,T30,Gujarat
100413,29,26-35,Male,3500.0,T30,Delhi
100414,38,36-50,Female,4500.0,B30,Tamil Nadu
100415,27,26-35,Female,6500.0,B30,Maharashtra
100416,51,50+,Male,6500.0,T30,Delhi
100417,32,26-35,Male,2000.0,B30,Delhi
100418,21,18-25,Male,2000.0,T30,Rajasthan
100419,40,36-50,Female,4500.0,T30,Maharashtra
100420,36,36-50,Female,12500.0,T30,Karnataka
100421,46,36-50,Male,5500.0,T30,Karnataka
100422,32,26-35,Female,12500.0,T30,Telangana
100423,35,26-35,Female,9000.0,T30,Gujarat
100424,18,18-25,Male,1500.0,T30,Maharashtra
100425,42,36-50,Female,5000.0,B30,Delhi
100426,34,26-35,Male,6500.0,T30,Tamil Nadu
100427,32,26-35,Male,4500.0,T30,Delhi
100428,31,26-35,Female,4000.0,B30,Karnataka
100429,31,26-35,Male,4500.0,B30,Maharashtra
100430,42,36-50,Male,7000.0,B30,Delhi
100431,24,18-25,Female,3500.0,T30,Maharashtra
100432,41,36-50,Male,6000.0,T30,Delhi
100433,18,18-25,Male,3000.0,B30,Karnataka
100434,18,18-25,Male,3000.0,T30,Madhya Pradesh
100435,48,36-50,Male,15500.0,T30,Gujarat
100436,23,18-25,Female,2000.0,T30,Maharashtra
100437,35,26-35,Male,5000.0,T30,West Bengal
100438,31,26-35,Male,5500.0,T30,Maharashtra
100439,37,36-50,Male,5000.0,B30,Delhi
100440,34,26-35,Male,4000.0,T30,Maharashtra
100441,44,36-50,Male,4500.0,T30,Delhi
100442,19,18-25,Male,3000.0,T30,Delhi
100443,40,36-50,Male,19000.0,T30,Tamil Nadu
100444,33,26-35,Female,1500.0,T30,Gujarat
100445,18,18-25,Female,3500.0,T30,Maharashtra
100446,28,26-35,Female,4500.0,T30,Delhi
100447,18,18-25,Male,4000.0,B30,Rajasthan
100448,18,18-25,Female,2500.0,T30,Delhi
100449,29,26-35,Female,8000.0,T30,Gujarat
100450,45,36-50,Male,7000.0,T30,Karnataka
100451,37,36-50,Male,7500.0,T30,Delhi
100452,46,36-50,Male,13000.0,T30,Maharashtra
100453,34,26-35,Male,19500.0,B30,Delhi
100454,49,36-50,Male,5500.0,T30,Maharashtra
100455,48,36-50,Male,8000.0,T30,Maharashtra
100456,24,18-25,Male,1500.0,T30,Karnataka
100457,34,26-35,Female,4000.0,B30,West Bengal
100458,26,26-35,Male,3500.0,B30,Telangana
100459,32,26-35,Male,2500.0,B30,Gujarat
100460,50,36-50,Female,10000.0,T30,Delhi
100461,27,26-35,Male,5000.0,T30,Maharashtra
100462,22,18-25,Male,1500.0,T30,Bihar
100463,22,18-25,Male,1000.0,B30,Tamil Nadu
100464,30,26-35,Male,7500.0,T30,Gujarat
100465,71,50+,Female,4000.0,T30,Kerala
100466,48,36-50,Male,28000.0,B30,Gujarat
100467,18,18-25,Female,2000.0,T30,Gujarat
100468,33,26-35,Male,4500.0,T30,Gujarat
100469,27,26-35,Female,4000.0,B30,Karnataka
100470,43,36-50,Female,3000.0,T30,Maharashtra
100471,22,18-25,Male,1000.0,T30,Tamil Nadu
100472,23,18-25,Male,4500.0,T30,Madhya Pradesh
100473,28,26-35,Male,10000.0,T30,Telangana
100474,27,26-35,Male,2500.0,T30,Telangana
100475,40,36-50,Male,10000.0,B30,West Bengal
100476,30,26-35,Male,10000.0,T30,Gujarat
100477,44,36-50,Male,3500.0,T30,Maharashtra
100478,25,18-25,Male,2000.0,B30,Gujarat
100479,42,36-50,Female,5500.0,T30,Maharashtra
100480,22,18-25,Male,2500.0,T30,Rajasthan
100481,40,36-50,Male,15500.0,B30,Karnataka
100482,29,26-35,Male,5500.0,B30,Telangana
100483,42,36-50,Female,10500.0,B30,Gujarat
100484,18,18-25,Female,500.0,T30,Maharashtra
100485,26,26-35,Female,7000.0,T30,Rajasthan
100486,45,36-50,Female,7000.0,B30,West Bengal
100487,31,26-35,Male,16000.0,T30,Delhi
100488,18,18-25,Male,3000.0,T30,Maharashtra
100489,26,26-35,Female,3500.0,T30,Gujarat
100490,37,36-50,Male,22500.0,B30,Maharashtra
100491,25,18-25,Female,2000.0,B30,Kerala
100492,45,36-50,Male,8500.0,T30,Gujarat
100493,44,36-50,Female,3000.0,T30,Delhi
100494,40,36-50,Male,5000.0,B30,Madhya Pradesh
100495,44,36-50,Male,5000.0,T30,Tamil Nadu
100496,28,26-35,Male,4000.0,T30,Tamil Nadu
100497,48,36-50,Male,3500.0,B30,Telangana
100498,44,36-50,Female,2500.0,B30,Tamil Nadu
100499,32,26-35,Male,4500.0,T30,Karnataka
100500,18,18-25,Female,1000.0,T30,Maharashtra
100501,18,18-25,Female,3000.0,B30,Karnataka
100502,43,36-50,Male,24000.0,T30,Maharashtra
100503,18,18-25,Female,2500.0,T30,Karnataka
100504,24,18-25,Female,2500.0,B30,Maharashtra
100505,38,36-50,Female,2000.0,T30,Gujarat
100506,21,18-25,Other,3000.0,T30,Maharashtra
100507,58,50+,Male,5000.0,T30,Maharashtra
100508,36,36-50,Male,10000.0,B30,Tamil Nadu
100509,48,36-50,Male,3500.0,T30,Andhra Pradesh
100510,44,36-50,Female,6000.0,T30,Delhi
100511,18,18-25,Female,4000.0,T30,Maharashtra
100512,41,36-50,Female,4500.0,T30,Gujarat
100513,33,26-35,Male,3500.0,T30,Gujarat
100514,33,26-35,Male,7500.0,B30,Maharashtra
100515,33,26-35,Male,7000.0,B30,Haryana
100516,44,36-50,Male,14000.0,T30,Delhi
100517,50,36-50,Female,5000.0,T30,Maharashtra
100518,22,18-25,Male,2000.0,T30,Uttar Pradesh
100519,34,26-35,Female,2500.0,T30,Maharashtra
100520,48,36-50,Male,4000.0,B30,Maharashtra
100521,31,26-35,Male,2500.0,B30,Delhi
100522,36,36-50,Female,7000.0,B30,Karnataka
